SeniorCity,Partner,Dependents,Service1,Service2,Security,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,InternetService,AutoPayment_flag,Charges,Contract_months,PaymentMethod_simple,Demand,Class_flag
0,1,0,1,0,1,1,1,0,1,1,1,104.45,12,Automatic,4162.05,0
0,1,1,1,0,0,0,0,0,1,0,1,19.8,24,Automatic,1119.9,0
0,0,0,1,1,1,1,1,1,1,1,1,116.45,24,Automatic,8013.55,0
0,1,1,1,1,0,0,0,0,1,1,1,84.75,1,Automatic,264.85,1
0,1,0,1,0,0,0,0,0,0,0,1,20.05,24,Automatic,1102.4,0
1,0,0,1,1,0,1,1,1,1,1,0,110.75,1,Electronic check,5832.0,0
0,0,0,1,0,0,0,1,1,1,1,1,89.7,24,Automatic,4304.5,0
0,0,0,1,1,0,0,0,1,1,1,0,89.95,1,Electronic check,1178.4,1
0,1,0,1,0,1,0,0,0,0,1,1,48.7,12,Automatic,1421.75,0
1,1,0,1,1,1,1,1,1,1,1,1,96.6,24,Automatic,6827.5,0
0,0,0,1,0,1,1,0,0,1,1,1,74.3,12,Automatic,4698.05,0
0,0,0,1,0,0,1,0,1,1,1,0,54.3,1,Electronic check,654.5,0
1,0,0,1,0,0,0,1,1,0,1,1,74.85,12,Automatic,3268.05,0
0,1,1,1,0,0,1,0,1,1,1,1,79.95,24,Automatic,4362.05,0
0,0,0,1,0,0,0,0,0,0,0,1,20.05,24,Automatic,1386.9,0
0,0,0,1,0,0,0,0,0,0,0,0,19.4,1,Mailed check,415.4,0
0,1,1,1,1,0,0,1,0,0,1,1,54.9,12,Automatic,2614.1,0
0,0,0,1,1,0,0,0,0,1,0,1,24.45,24,Automatic,1513.6,0
0,1,1,1,1,0,1,0,0,1,1,1,89.65,1,Automatic,3161.6,0
0,0,0,1,0,0,0,0,0,1,1,0,45.4,1,Electronic check,80.95,0
0,1,1,1,1,1,0,1,1,0,1,0,75.7,24,Mailed check,4676.7,0
0,1,0,1,1,1,1,1,0,1,1,1,110.65,12,Automatic,6526.65,0
0,1,1,1,0,0,0,0,0,1,0,0,20.55,12,Mailed check,583.3,0
0,1,0,1,1,1,1,1,1,1,1,1,115.15,24,Automatic,8078.1,0
0,0,0,1,0,0,0,1,0,0,1,1,58.55,12,Automatic,3503.5,0
0,1,0,1,1,0,1,1,0,1,1,1,93.25,1,Automatic,6669.45,0
1,0,0,1,1,1,1,1,0,1,1,0,113.2,1,Electronic check,4689.5,1
1,0,0,1,0,0,0,0,0,1,1,0,90.5,1,Electronic check,1201.15,1
0,0,0,1,0,0,0,0,0,0,1,0,79.0,1,Electronic check,143.65,1
0,1,1,1,0,0,0,0,0,1,0,1,19.35,24,Automatic,1292.65,0
0,1,1,1,0,1,0,0,0,1,1,0,48.75,1,Mailed check,48.75,0
1,0,0,1,1,1,0,1,1,1,1,0,109.05,24,Electronic check,7108.2,0
1,1,0,1,1,0,0,0,0,1,0,1,25.0,24,Automatic,1802.55,0
0,0,0,1,1,0,0,0,1,1,1,1,54.9,1,Automatic,1505.15,0
0,1,1,1,1,0,0,0,0,0,0,1,24.75,24,Automatic,1859.1,0
0,0,0,1,0,1,1,0,0,1,1,0,91.15,1,Electronic check,168.5,0
0,0,1,1,0,0,0,0,0,0,0,1,20.15,12,Automatic,390.85,1
1,1,0,1,1,0,1,1,0,1,1,0,104.35,12,Electronic check,6339.45,0
1,0,0,1,1,0,0,0,1,1,1,0,66.05,1,Electronic check,1652.4,0
0,0,1,1,0,0,0,0,0,1,1,0,71.65,1,Electronic check,71.65,1
0,0,0,1,0,0,0,0,0,0,0,0,20.35,1,Mailed check,77.5,1
0,1,1,1,1,1,1,1,1,1,1,1,92.2,24,Automatic,6392.85,0
0,0,0,1,0,0,1,1,1,1,1,1,84.25,1,Automatic,3264.5,1
1,1,0,1,1,1,0,1,0,1,1,1,105.2,12,Automatic,4599.15,0
0,1,0,1,0,0,0,0,0,1,0,1,19.6,24,Automatic,1134.25,0
0,1,0,0,0,0,1,0,0,0,1,0,30.4,1,Electronic check,1621.35,0
0,0,0,1,0,0,0,0,0,0,1,1,78.1,1,Automatic,947.3,1
0,1,0,1,0,1,1,1,0,1,1,0,61.5,12,Mailed check,2722.2,0
0,1,1,1,1,1,1,0,0,1,1,1,69.4,1,Automatic,3058.3,0
0,1,1,1,1,0,0,0,0,0,0,1,24.75,24,Automatic,1769.6,0
0,1,1,1,1,1,1,1,1,0,1,0,91.05,24,Mailed check,6293.75,0
0,1,0,1,1,0,0,1,0,0,1,0,89.65,1,Mailed check,1761.05,1
0,1,0,1,1,0,0,0,1,1,1,1,73.65,1,Automatic,1642.75,0
0,0,0,1,0,0,0,0,0,0,0,1,19.4,24,Automatic,578.5,0
0,0,0,1,1,0,0,0,0,0,0,1,26.2,12,Automatic,954.9,0
0,0,0,1,1,1,0,0,0,1,1,0,98.7,1,Electronic check,973.25,1
0,0,0,1,0,0,0,0,0,1,1,1,43.85,1,Automatic,43.85,0
0,0,0,1,0,0,0,0,0,1,1,0,69.7,1,Mailed check,1490.4,0
0,1,1,0,0,1,1,1,0,0,1,0,38.55,24,Mailed check,280.0,0
0,0,0,0,0,1,1,1,1,1,1,0,53.1,24,Mailed check,1901.25,0
0,1,1,1,0,0,0,0,0,0,0,0,20.65,1,Mailed check,716.4,0
0,1,1,1,1,1,1,1,0,0,1,1,64.45,24,Automatic,4720.0,0
0,1,1,1,1,0,0,0,0,0,0,1,25.1,24,Automatic,930.95,0
0,0,0,1,0,0,0,1,0,0,1,0,76.35,1,Electronic check,76.35,1
0,0,0,1,1,0,1,0,0,1,1,0,79.15,1,Electronic check,1676.95,1
1,1,0,1,1,0,0,0,0,1,1,0,85.0,1,Electronic check,2642.05,1
0,1,1,1,1,1,1,1,1,1,1,1,95.15,12,Automatic,6770.85,0
1,0,0,1,1,0,0,1,0,1,1,0,79.35,1,Mailed check,1835.3,0
0,1,0,1,0,0,0,1,0,1,1,1,96.65,12,Automatic,1588.25,0
0,0,0,1,0,0,0,1,1,1,1,0,75.5,1,Electronic check,75.5,0
0,1,1,1,0,0,0,0,0,0,0,0,19.7,24,Mailed check,258.35,0
0,1,0,1,0,0,0,0,0,0,0,1,20.5,24,Automatic,1502.25,0
0,0,0,1,0,0,0,0,0,0,0,0,19.2,1,Mailed check,19.2,0
1,1,0,1,1,0,1,0,0,0,1,1,98.35,24,Automatic,6929.4,0
0,1,1,1,1,0,0,0,0,0,1,1,74.35,1,Automatic,4453.3,0
0,1,1,0,0,0,1,1,1,0,1,1,51.35,24,Automatic,3244.4,0
0,1,0,1,0,0,0,0,0,0,1,0,45.65,1,Mailed check,323.45,0
1,1,0,1,1,0,0,0,0,0,1,0,85.3,1,Electronic check,2661.1,1
0,0,1,1,1,0,0,0,0,1,1,1,86.55,1,Automatic,2697.4,1
0,0,0,1,0,0,1,0,0,1,1,1,73.85,1,Automatic,1424.5,1
0,1,1,1,0,0,0,0,0,0,0,1,20.3,24,Automatic,1401.15,0
0,0,0,1,1,0,1,0,0,1,1,0,54.2,1,Electronic check,1739.6,0
0,1,0,1,1,0,1,0,0,1,1,0,90.65,1,Electronic check,5931.0,0
0,1,1,0,0,1,0,0,0,1,1,1,50.9,1,Automatic,2333.85,0
0,0,0,1,1,0,0,0,0,0,0,0,25.05,12,Electronic check,949.85,0
0,0,0,1,1,0,0,0,0,1,1,0,74.85,1,Electronic check,572.45,0
0,0,1,1,0,0,0,0,0,0,0,0,20.5,24,Mailed check,696.8,0
1,1,0,1,1,1,1,0,1,1,1,0,63.55,1,Mailed check,1381.8,0
1,1,0,0,0,0,0,0,0,1,1,0,44.85,1,Electronic check,2572.95,1
0,0,0,1,0,1,0,0,0,0,1,0,47.95,1,Electronic check,47.95,0
1,0,0,1,0,0,0,0,0,0,1,0,45.1,1,Electronic check,45.1,1
0,1,0,1,0,0,0,0,0,1,1,0,45.0,1,Electronic check,45.0,0
0,0,0,1,0,0,0,0,1,1,1,0,96.0,1,Electronic check,2122.45,1
0,0,0,1,0,0,0,0,0,0,0,1,20.05,1,Automatic,20.05,1
1,0,0,1,1,0,1,0,0,1,1,0,90.05,1,Electronic check,4931.8,0
0,0,0,1,1,0,0,0,0,1,0,1,25.3,24,Automatic,116.95,0
0,1,1,1,1,1,0,1,1,0,1,1,108.65,24,Automatic,6937.95,1
0,1,0,1,1,0,0,0,0,0,0,0,24.3,12,Electronic check,1261.7,0
0,0,0,1,0,1,0,1,0,1,1,0,75.95,1,Electronic check,3273.8,0
0,1,1,1,0,0,0,0,0,0,0,1,19.7,24,Automatic,1415.85,0
0,1,0,1,0,1,1,1,0,0,1,1,66.4,12,Automatic,3958.2,0
0,0,0,0,0,0,1,1,0,1,1,1,35.75,12,Automatic,2492.25,0
0,0,0,1,0,0,0,0,0,0,0,0,18.8,12,Mailed check,279.2,0
0,1,1,1,0,0,0,0,0,0,0,1,19.4,24,Automatic,1083.0,0
0,0,0,1,0,0,0,0,0,0,0,0,19.3,12,Mailed check,755.5,0
0,0,0,1,0,0,0,0,0,1,1,0,45.55,1,Electronic check,402.6,1
1,1,0,1,1,1,1,1,0,1,1,1,67.45,1,Automatic,3252.0,0
0,1,0,0,0,0,0,0,0,1,1,0,35.1,1,Electronic check,68.75,1
0,0,0,1,0,0,0,0,0,0,1,1,46.2,1,Automatic,46.2,1
0,0,0,1,0,0,0,0,0,0,1,0,45.15,1,Electronic check,45.15,1
1,0,0,0,0,0,1,1,0,1,1,0,43.3,1,Electronic check,43.3,1
0,1,1,1,0,0,0,0,0,1,0,0,20.1,24,Mailed check,936.85,0
1,0,0,1,0,1,1,0,0,1,1,1,57.15,1,Automatic,2250.65,1
0,1,0,1,0,1,0,1,1,0,1,1,58.9,24,Automatic,3857.1,0
0,1,0,1,0,1,0,0,0,1,1,0,73.2,1,Electronic check,1441.1,1
0,0,0,1,0,0,1,0,0,1,1,0,85.35,1,Electronic check,4338.6,1
0,1,1,1,0,0,0,0,0,0,0,0,19.45,24,Mailed check,1378.45,0
0,0,0,1,0,0,0,0,0,0,1,0,45.95,1,Mailed check,45.95,1
1,0,0,0,0,0,1,1,1,1,1,0,50.5,1,Electronic check,2566.3,0
0,1,0,1,1,0,0,0,0,0,0,0,25.1,12,Mailed check,171.0,0
1,1,0,1,0,0,0,1,0,0,1,0,60.7,12,Mailed check,1597.4,0
1,0,0,1,1,0,1,0,0,1,1,0,99.0,12,Electronic check,4744.35,0
0,1,1,1,1,1,0,0,1,1,1,1,104.4,12,Automatic,6721.6,0
0,0,0,1,0,0,1,0,0,0,1,0,83.75,1,Electronic check,247.25,1
0,0,0,1,0,0,0,0,0,1,1,1,44.05,1,Automatic,44.05,0
0,1,1,1,1,0,0,0,0,0,0,1,24.1,24,Automatic,1734.65,0
0,0,0,1,0,0,0,0,0,1,1,0,45.55,1,Mailed check,45.55,0
0,1,1,1,1,1,1,0,0,1,1,0,93.8,1,Electronic check,4539.35,0
0,1,1,1,0,0,0,0,0,0,0,1,19.7,24,Automatic,804.25,0
0,1,1,1,0,1,1,1,0,1,1,1,70.65,24,Automatic,5011.15,0
0,1,0,1,1,1,1,0,1,0,1,1,86.45,24,Automatic,3574.5,0
0,1,0,1,1,1,1,1,1,1,1,1,114.1,24,Automatic,8086.4,0
0,1,0,1,1,0,0,0,0,1,1,1,95.2,12,Automatic,4563.0,0
0,0,0,1,1,1,1,1,1,0,1,1,88.55,24,Automatic,6362.35,0
0,0,0,1,0,0,0,0,0,1,0,1,20.75,1,Automatic,67.1,0
0,0,0,1,0,0,0,0,0,1,1,0,70.05,1,Electronic check,70.05,1
0,0,0,1,1,0,0,0,0,1,1,0,86.0,1,Electronic check,165.45,1
0,0,0,0,0,1,1,0,0,1,1,1,44.65,1,Automatic,1156.55,0
0,1,1,1,0,1,0,0,0,1,1,0,60.2,1,Mailed check,1834.15,0
1,1,0,1,1,1,1,0,1,1,1,1,100.5,1,Automatic,3653.35,1
0,0,0,1,0,1,1,0,0,0,1,1,55.45,12,Automatic,1477.65,0
0,1,1,1,0,1,1,0,1,1,1,1,70.3,1,Automatic,1706.45,0
0,1,1,1,0,1,0,1,1,1,1,1,60.4,24,Automatic,3953.7,0
0,0,0,1,1,0,0,0,0,0,1,0,72.65,1,Electronic check,1194.3,1
0,0,0,1,0,0,1,1,0,0,1,1,55.8,12,Automatic,1327.85,0
0,0,0,0,0,0,1,0,0,1,1,0,31.1,1,Mailed check,419.7,0
0,1,1,1,0,0,0,0,0,1,0,0,21.0,1,Electronic check,21.0,1
1,0,0,1,0,0,0,0,0,0,1,0,45.1,1,Mailed check,45.1,1
1,0,0,0,0,0,1,0,0,1,1,1,50.95,1,Automatic,207.35,0
0,0,1,1,1,1,1,0,0,1,1,0,69.1,1,Electronic check,1083.7,0
0,1,0,0,0,0,0,0,0,1,1,0,43.95,1,Electronic check,2007.85,0
0,0,1,1,1,1,1,0,1,1,1,1,86.5,24,Automatic,5882.75,0
0,0,0,1,1,1,1,1,1,0,1,0,69.95,1,Electronic check,2657.55,0
1,1,0,1,0,0,1,0,0,1,1,1,50.4,1,Automatic,1527.5,1
1,0,0,1,0,0,0,0,0,0,1,0,78.95,1,Electronic check,378.4,1
0,0,0,1,0,0,1,1,0,1,1,1,90.95,1,Automatic,1612.2,0
0,1,1,1,0,0,0,0,0,0,0,0,19.9,24,Mailed check,76.65,0
0,0,0,1,0,0,0,0,0,0,0,0,20.15,12,Electronic check,260.7,0
0,1,1,1,1,1,1,1,1,1,1,1,90.6,24,Automatic,6441.85,0
0,0,0,1,0,0,0,0,0,1,1,0,92.0,1,Electronic check,266.8,0
0,0,0,1,1,0,1,0,1,1,1,0,94.45,1,Electronic check,5124.6,1
0,0,0,1,1,0,0,0,0,1,0,0,24.85,12,Mailed check,962.25,0
0,0,0,0,0,0,1,0,1,0,1,1,36.0,12,Automatic,1382.9,0
0,0,0,1,0,1,1,0,1,1,1,0,78.5,1,Electronic check,571.05,0
0,0,0,1,0,0,0,0,0,0,0,1,19.95,24,Automatic,1399.35,0
0,1,1,1,0,0,0,0,0,0,0,0,20.65,12,Mailed check,150.0,0
0,1,1,0,0,0,1,0,0,1,1,0,30.5,1,Electronic check,167.2,0
0,1,1,1,1,1,1,1,1,0,1,1,106.1,24,Automatic,7657.4,0
0,1,1,1,0,0,0,0,0,1,0,1,20.5,12,Automatic,865.05,0
0,0,0,1,1,0,1,1,0,1,1,0,95.5,12,Electronic check,6153.85,0
0,0,0,1,1,0,0,0,1,0,1,0,64.6,1,Electronic check,174.2,0
0,0,0,1,0,0,0,0,1,1,1,1,51.1,1,Automatic,1269.6,0
0,0,0,1,1,0,1,1,0,1,1,1,84.8,1,Automatic,3862.55,1
1,1,0,1,1,1,1,1,1,0,1,1,89.1,24,Automatic,6352.4,0
0,0,0,1,0,1,0,0,1,0,1,0,54.95,1,Electronic check,1348.5,0
0,0,0,1,0,0,0,1,0,0,1,0,50.9,1,Mailed check,50.9,1
0,1,0,1,0,0,0,0,0,1,0,1,20.45,1,Automatic,471.55,0
0,1,1,1,1,0,1,1,1,1,1,1,85.95,24,Automatic,5931.75,0
0,1,1,1,1,0,0,0,0,0,1,0,60.35,1,Electronic check,1404.65,0
0,1,1,1,0,0,0,0,0,0,0,1,19.8,24,Automatic,726.1,0
1,1,1,1,1,0,0,0,0,0,1,1,85.35,1,Automatic,1961.6,0
0,1,1,1,1,0,0,1,1,1,1,1,72.1,24,Automatic,4194.85,0
0,1,1,1,1,0,0,1,0,1,1,0,99.8,1,Electronic check,4872.45,1
0,1,1,1,1,0,0,1,1,1,1,1,107.35,1,Automatic,5118.95,1
0,1,1,1,0,0,0,0,0,1,0,0,19.55,1,Mailed check,658.95,1
0,1,1,1,0,0,0,0,0,1,1,0,81.05,1,Electronic check,81.05,0
0,0,0,1,0,0,0,0,0,1,0,0,20.5,1,Electronic check,76.95,0
0,1,0,1,1,0,1,1,1,1,1,1,111.8,12,Automatic,5809.75,0
0,0,0,1,0,0,0,0,0,0,0,0,20.2,1,Mailed check,20.2,0
0,0,0,1,0,0,0,0,0,1,0,0,19.7,12,Mailed check,415.9,0
0,0,0,1,0,1,1,0,0,1,1,0,79.1,1,Electronic check,246.5,1
0,0,0,1,0,0,0,0,0,1,0,1,19.85,12,Automatic,996.95,0
0,1,0,1,0,1,1,0,1,1,1,1,60.5,12,Automatic,3145.15,0
0,1,1,1,0,0,0,0,0,0,0,0,19.55,24,Mailed check,265.3,0
0,0,0,1,0,0,0,0,0,0,0,0,20.9,1,Mailed check,20.9,0
0,0,1,1,0,0,0,0,0,1,0,0,21.05,1,Mailed check,21.05,0
0,0,0,1,1,1,1,1,1,0,1,0,71.5,12,Electronic check,4576.3,0
0,0,0,1,0,0,0,0,0,0,1,0,54.65,1,Mailed check,189.1,0
0,0,0,1,0,0,0,0,0,0,0,1,19.2,24,Automatic,908.15,0
0,0,0,1,1,0,0,0,0,1,1,1,49.8,1,Automatic,49.8,0
0,0,1,0,0,0,0,0,0,0,1,0,25.5,1,Mailed check,215.2,1
0,1,1,1,0,0,0,0,0,0,0,1,20.5,24,Automatic,1500.95,0
0,1,1,1,1,0,0,1,0,1,1,1,90.4,1,Automatic,5099.15,0
0,0,0,1,1,0,1,1,1,1,1,1,90.25,12,Automatic,6385.95,0
0,0,0,1,0,0,0,0,0,0,1,0,80.75,1,Electronic check,159.45,1
0,1,1,1,1,1,0,0,1,0,1,1,104.6,24,Automatic,6885.75,0
0,1,0,1,1,0,1,0,0,1,1,1,91.85,1,Automatic,5940.85,1
0,1,0,1,0,0,0,1,0,0,1,1,50.2,1,Automatic,668.85,0
0,1,1,1,1,0,0,1,1,1,1,1,95.5,1,Automatic,1916.2,0
0,0,1,1,0,0,1,0,0,1,1,0,75.35,1,Electronic check,75.35,1
0,0,0,1,1,0,0,0,0,1,1,0,75.45,1,Electronic check,75.45,1
0,1,1,1,1,0,0,0,0,1,1,1,95.4,1,Automatic,4613.95,0
0,0,0,1,1,1,1,1,0,1,1,1,101.3,24,Automatic,7261.25,0
0,1,0,1,1,1,0,0,0,0,1,0,53.1,1,Electronic check,2459.8,0
0,0,0,1,1,0,1,1,0,1,1,1,84.85,1,Automatic,2048.8,0
0,1,1,0,0,0,1,0,1,0,1,0,34.25,1,Electronic check,163.55,0
0,1,1,1,1,0,1,1,1,0,1,1,88.6,1,Automatic,2888.7,0
0,0,0,1,1,1,1,0,0,1,1,1,60.15,12,Automatic,2421.6,0
0,0,0,1,0,1,0,1,0,1,1,1,99.95,12,Automatic,2292.75,0
0,0,0,1,0,0,0,0,0,0,1,1,70.7,1,Automatic,553.4,0
0,0,0,1,0,1,1,0,0,1,1,0,54.8,12,Mailed check,3465.7,0
0,0,0,1,0,1,0,0,0,1,1,1,49.55,1,Automatic,1210.4,1
1,0,0,1,1,0,1,0,0,0,1,1,54.8,1,Automatic,1291.3,0
0,0,0,1,1,1,1,1,1,1,1,1,78.6,12,Automatic,5356.45,1
0,0,0,1,0,0,1,1,0,1,1,0,100.3,12,Mailed check,5200.8,0
0,0,0,0,0,1,0,1,0,0,1,0,53.6,24,Electronic check,3237.05,0
0,1,0,1,0,0,0,0,0,1,1,0,81.1,1,Electronic check,576.65,1
0,0,0,1,0,0,0,0,0,1,0,1,19.35,12,Automatic,433.75,0
0,1,1,1,1,0,0,0,0,0,1,0,85.6,1,Electronic check,1868.4,0
0,1,1,1,0,1,0,1,1,1,1,0,80.8,24,Electronic check,5728.55,0
0,1,0,1,1,0,0,0,0,1,1,0,74.95,1,Electronic check,825.7,1
0,0,0,1,0,0,0,0,0,0,0,0,19.6,24,Mailed check,390.4,0
1,0,0,1,1,0,0,0,0,1,1,0,93.55,1,Electronic check,93.55,1
1,0,0,1,1,0,1,0,0,1,1,0,90.7,1,Electronic check,2845.15,0
0,0,0,1,0,0,1,1,1,0,1,0,69.75,24,Mailed check,3894.4,0
0,1,1,1,0,0,0,0,0,1,0,1,20.0,24,Automatic,886.4,0
0,0,0,1,1,0,1,1,0,1,1,0,95.25,1,Electronic check,1021.55,0
0,1,0,1,1,0,0,1,1,1,1,1,102.1,1,Automatic,5885.4,1
0,0,1,1,0,0,0,0,0,0,0,0,19.95,1,Mailed check,268.4,0
0,1,0,1,1,1,0,0,1,0,1,0,80.85,12,Mailed check,2204.35,0
0,1,1,1,1,0,1,0,0,1,1,1,90.9,1,Automatic,1259.0,1
0,1,1,0,0,0,1,0,0,0,1,0,29.2,1,Mailed check,309.1,1
0,1,1,1,1,0,1,0,1,1,1,1,93.3,24,Automatic,6398.05,0
0,1,1,1,0,0,1,1,0,1,1,1,89.15,1,Automatic,2257.75,1
1,1,0,1,1,1,1,1,0,1,1,0,108.85,12,Electronic check,6287.25,1
0,1,1,0,0,1,0,0,1,1,1,1,46.35,24,Automatic,1662.05,0
1,0,0,1,1,0,0,0,0,1,1,0,84.75,1,Electronic check,1350.15,1
0,1,1,1,1,0,1,1,0,0,1,1,78.75,12,Automatic,3600.65,0
0,0,0,1,0,0,1,0,0,1,1,0,83.55,1,Electronic check,1329.15,0
0,1,1,1,0,0,0,0,0,1,1,0,45.7,1,Electronic check,45.7,1
0,0,0,1,0,0,0,0,0,0,0,0,19.6,12,Mailed check,422.5,0
1,0,0,1,0,0,0,0,0,1,1,0,69.95,1,Electronic check,69.95,1
0,1,1,1,0,1,0,1,1,0,1,0,67.85,24,Mailed check,4627.65,0
0,1,1,1,1,0,0,1,1,1,1,1,105.65,24,Automatic,6717.9,0
0,1,0,0,0,0,0,0,0,0,1,0,44.6,1,Electronic check,97.1,1
0,0,0,1,1,0,0,0,0,1,1,0,74.95,1,Electronic check,1710.45,1
1,0,0,1,0,0,0,1,0,0,1,1,75.5,1,Automatic,637.4,0
0,0,0,1,0,0,0,0,0,0,0,0,20.15,1,Mailed check,117.95,0
0,0,0,0,0,1,0,0,1,0,1,1,45.2,24,Automatic,2460.55,0
0,0,0,1,0,0,0,1,0,1,1,0,95.25,24,Electronic check,5464.65,1
0,0,0,1,1,0,0,1,0,1,1,0,89.85,1,Mailed check,2165.05,1
0,1,1,1,1,0,1,0,0,0,1,0,100.45,12,Mailed check,4941.8,1
0,0,0,1,1,0,0,0,0,0,1,0,47.15,1,Electronic check,223.15,1
0,0,0,1,0,0,0,0,0,1,1,0,80.2,1,Electronic check,181.1,1
0,0,1,1,1,0,0,1,1,1,1,0,87.1,1,Mailed check,341.45,1
0,1,1,1,1,1,1,1,1,1,1,1,79.25,24,Automatic,5731.85,0
0,0,0,1,1,0,0,0,0,1,1,1,75.9,1,Automatic,357.75,1
0,1,1,1,1,1,0,1,1,0,1,0,85.7,1,Electronic check,4616.1,0
0,1,0,1,1,1,1,1,0,1,1,0,98.75,1,Electronic check,4533.7,1
0,0,1,1,0,0,0,0,0,0,0,1,20.1,12,Automatic,589.25,0
0,1,1,1,0,0,1,1,1,0,1,1,61.8,1,Automatic,750.1,0
0,1,1,1,1,0,0,0,0,0,1,0,49.9,1,Mailed check,1410.25,0
0,0,0,1,1,0,0,0,0,0,1,0,86.45,1,Electronic check,830.85,1
0,1,0,1,0,0,0,0,0,0,0,1,20.4,24,Automatic,743.5,0
0,0,0,1,0,0,0,0,0,1,1,0,45.3,1,Mailed check,45.3,1
0,1,0,1,1,0,1,1,0,0,1,0,104.1,12,Electronic check,7040.85,1
0,1,0,1,0,1,1,0,0,1,1,0,75.4,12,Mailed check,3865.45,0
0,1,1,1,0,1,1,1,1,0,1,0,108.15,24,Mailed check,6825.65,0
0,0,0,1,0,0,1,0,0,1,1,0,86.25,1,Electronic check,1340.1,0
1,1,0,1,1,0,1,0,0,1,1,0,81.0,1,Electronic check,371.65,1
0,0,0,1,0,0,0,1,0,0,1,0,95.7,12,Electronic check,1184.0,0
0,1,1,1,1,1,1,1,1,1,1,1,116.85,24,Automatic,8477.7,0
1,0,0,1,1,0,1,0,1,0,1,1,105.75,12,Automatic,7382.85,0
0,1,0,1,0,0,0,0,0,0,0,0,20.15,12,Mailed check,456.85,0
0,0,0,1,0,0,0,0,0,0,0,0,19.6,24,Mailed check,331.6,0
0,1,0,1,0,1,1,0,0,1,1,1,90.6,12,Automatic,6056.15,1
0,0,1,1,1,1,1,0,0,0,1,1,60.95,1,Automatic,134.6,0
0,1,1,0,0,0,0,0,0,0,1,0,25.05,1,Mailed check,125.5,0
0,1,0,1,0,0,0,0,0,0,1,0,88.15,1,Electronic check,1390.6,1
0,0,0,1,0,0,0,0,0,1,0,0,20.2,1,Mailed check,20.2,1
0,1,1,1,0,1,1,1,0,1,1,1,60.3,12,Automatic,2511.3,0
0,0,1,1,0,1,1,0,0,1,1,0,63.95,1,Electronic check,2737.05,0
1,1,0,1,1,0,0,0,0,0,1,0,74.3,1,Electronic check,74.3,0
1,0,0,1,0,0,0,0,0,1,1,0,70.6,1,Mailed check,70.6,0
0,1,1,1,0,0,0,0,0,1,1,0,90.8,1,Electronic check,2361.8,1
0,0,0,1,1,0,1,0,0,1,1,0,79.35,1,Electronic check,1730.35,1
0,1,0,1,1,1,1,1,1,0,1,1,90.55,24,Automatic,6404.0,0
0,0,0,1,0,0,0,0,0,0,0,0,19.45,24,Mailed check,165.35,0
1,0,0,1,1,0,1,1,1,0,1,1,64.45,1,Automatic,1867.6,0
1,0,0,1,0,0,0,0,0,0,1,0,69.65,1,Electronic check,1043.3,0
0,0,0,1,0,0,0,0,0,0,0,0,19.5,12,Mailed check,128.6,0
0,0,0,1,1,0,1,1,1,1,1,1,110.5,24,Automatic,7455.45,0
0,0,1,0,0,0,0,0,0,0,1,0,24.7,1,Mailed check,24.7,0
0,0,0,1,0,1,0,1,0,1,1,0,77.4,1,Electronic check,206.15,0
1,0,0,1,0,0,0,1,0,1,1,1,96.8,1,Automatic,2030.3,1
0,1,0,1,1,0,1,1,0,1,1,1,85.4,1,Automatic,5869.4,0
0,1,0,0,0,1,1,1,1,1,1,1,47.6,24,Automatic,3377.8,0
0,1,1,1,0,0,0,0,0,0,0,0,19.4,24,Mailed check,1346.2,0
0,0,0,1,1,0,0,1,1,1,1,0,103.85,1,Electronic check,4946.05,0
0,1,0,1,1,0,1,1,0,1,1,1,83.35,1,Automatic,4065.0,1
0,0,0,1,1,0,0,0,0,1,1,0,49.4,1,Electronic check,106.55,1
0,0,0,1,1,1,0,1,1,1,1,1,108.45,1,Automatic,4964.7,0
0,0,0,1,1,0,1,0,0,0,1,1,81.0,1,Automatic,4085.75,0
0,1,0,1,1,1,0,0,1,1,1,0,79.2,1,Electronic check,1742.75,1
0,0,0,1,1,1,1,1,1,0,1,1,86.65,24,Automatic,6224.8,0
0,1,1,1,1,0,1,1,0,1,1,0,92.95,1,Electronic check,3415.25,0
0,1,1,1,1,1,1,1,1,0,1,0,90.35,24,Electronic check,6325.25,0
0,1,1,1,0,0,0,1,0,0,1,0,48.7,1,Electronic check,340.25,1
0,0,0,1,1,0,0,0,0,1,0,1,25.15,24,Automatic,1683.6,0
0,1,1,1,0,1,0,0,1,1,1,1,76.4,12,Automatic,3966.3,0
0,1,1,1,0,0,0,0,0,0,0,1,19.55,12,Automatic,608.5,0
0,0,0,1,1,0,0,0,0,0,1,0,85.35,1,Electronic check,2896.6,0
0,1,1,1,1,0,0,0,0,1,0,0,24.8,24,Mailed check,1514.85,0
1,1,0,1,1,0,1,1,0,1,1,1,103.15,12,Automatic,6792.45,0
0,0,0,1,1,1,1,0,1,0,1,0,100.75,1,Mailed check,4669.2,0
0,0,0,1,0,1,0,0,0,1,1,0,95.6,1,Electronic check,95.6,1
0,0,0,1,1,1,1,0,0,1,1,1,59.75,1,Automatic,2934.3,1
0,1,1,1,1,0,1,0,1,0,1,1,94.1,24,Automatic,6302.8,0
0,0,1,1,0,0,0,0,0,0,0,1,19.35,12,Automatic,779.2,0
