SeniorCity,Partner,Dependents,Service1,Service2,Security,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,InternetService,AutoPayment_flag,Charges,Contract_months,Contract_x_Charges,PaymentMethod_simple,Demand,Class_flag
0,0,0,1,1,0,0,0,0,1,1,1,49.8,1,49.8,Automatic,49.8,0
0,0,1,0,0,0,0,0,0,0,1,0,25.5,1,25.5,Mailed check,215.2,1
0,1,1,1,0,0,0,0,0,0,0,1,20.5,24,492.0,Automatic,1500.95,0
0,1,1,1,1,0,0,1,0,1,1,1,90.4,1,90.4,Automatic,5099.15,0
0,0,0,1,1,0,1,1,1,1,1,1,90.25,12,1083.0,Automatic,6385.95,0
0,0,0,1,0,0,0,0,0,0,1,0,80.75,1,80.75,Electronic check,159.45,1
0,1,1,1,1,1,0,0,1,0,1,1,104.6,24,2510.3999999999996,Automatic,6885.75,0
0,1,0,1,1,0,1,0,0,1,1,1,91.85,1,91.85,Automatic,5940.85,1
0,1,0,1,0,0,0,1,0,0,1,1,50.2,1,50.2,Automatic,668.85,0
0,1,1,1,1,0,0,1,1,1,1,1,95.5,1,95.5,Automatic,1916.2,0
0,0,1,1,0,0,1,0,0,1,1,0,75.35,1,75.35,Electronic check,75.35,1
0,0,0,1,1,0,0,0,0,1,1,0,75.45,1,75.45,Electronic check,75.45,1
0,1,1,1,1,0,0,0,0,1,1,1,95.4,1,95.4,Automatic,4613.95,0
0,0,0,1,1,1,1,1,0,1,1,1,101.3,24,2431.2,Automatic,7261.25,0
0,1,0,1,1,1,0,0,0,0,1,0,53.1,1,53.1,Electronic check,2459.8,0
0,0,0,1,1,0,1,1,0,1,1,1,84.85,1,84.85,Automatic,2048.8,0
0,1,1,0,0,0,1,0,1,0,1,0,34.25,1,34.25,Electronic check,163.55,0
0,1,1,1,1,0,1,1,1,0,1,1,88.6,1,88.6,Automatic,2888.7,0
0,0,0,1,1,1,1,0,0,1,1,1,60.15,12,721.8,Automatic,2421.6,0
0,0,0,1,0,1,0,1,0,1,1,1,99.95,12,1199.4,Automatic,2292.75,0
0,0,0,1,0,0,0,0,0,0,1,1,70.7,1,70.7,Automatic,553.4,0
0,0,0,1,0,1,1,0,0,1,1,0,54.8,12,657.5999999999999,Mailed check,3465.7,0
0,0,0,1,0,1,0,0,0,1,1,1,49.55,1,49.55,Automatic,1210.4,1
1,0,0,1,1,0,1,0,0,0,1,1,54.8,1,54.8,Automatic,1291.3,0
0,0,0,1,1,1,1,1,1,1,1,1,78.6,12,943.1999999999999,Automatic,5356.45,1
0,0,0,1,0,0,1,1,0,1,1,0,100.3,12,1203.6,Mailed check,5200.8,0
0,0,0,0,0,1,0,1,0,0,1,0,53.6,24,1286.4,Electronic check,3237.05,0
0,1,0,1,0,0,0,0,0,1,1,0,81.1,1,81.1,Electronic check,576.65,1
0,0,0,1,0,0,0,0,0,1,0,1,19.35,12,232.20000000000002,Automatic,433.75,0
0,1,1,1,1,0,0,0,0,0,1,0,85.6,1,85.6,Electronic check,1868.4,0
0,1,1,1,0,1,0,1,1,1,1,0,80.8,24,1939.1999999999998,Electronic check,5728.55,0
0,1,0,1,1,0,0,0,0,1,1,0,74.95,1,74.95,Electronic check,825.7,1
0,0,0,1,0,0,0,0,0,0,0,0,19.6,24,470.40000000000003,Mailed check,390.4,0
1,0,0,1,1,0,0,0,0,1,1,0,93.55,1,93.55,Electronic check,93.55,1
1,0,0,1,1,0,1,0,0,1,1,0,90.7,1,90.7,Electronic check,2845.15,0
0,0,0,1,0,0,1,1,1,0,1,0,69.75,24,1674.0,Mailed check,3894.4,0
0,1,1,1,0,0,0,0,0,1,0,1,20.0,24,480.0,Automatic,886.4,0
0,0,0,1,1,0,1,1,0,1,1,0,95.25,1,95.25,Electronic check,1021.55,0
0,1,0,1,1,0,0,1,1,1,1,1,102.1,1,102.1,Automatic,5885.4,1
0,0,1,1,0,0,0,0,0,0,0,0,19.95,1,19.95,Mailed check,268.4,0
0,1,0,1,1,1,0,0,1,0,1,0,80.85,12,970.1999999999999,Mailed check,2204.35,0
0,1,1,1,1,0,1,0,0,1,1,1,90.9,1,90.9,Automatic,1259.0,1
0,1,1,0,0,0,1,0,0,0,1,0,29.2,1,29.2,Mailed check,309.1,1
0,1,1,1,1,0,1,0,1,1,1,1,93.3,24,2239.2,Automatic,6398.05,0
0,1,1,1,0,0,1,1,0,1,1,1,89.15,1,89.15,Automatic,2257.75,1
1,1,0,1,1,1,1,1,0,1,1,0,108.85,12,1306.1999999999998,Electronic check,6287.25,1
0,1,1,0,0,1,0,0,1,1,1,1,46.35,24,1112.4,Automatic,1662.05,0
1,0,0,1,1,0,0,0,0,1,1,0,84.75,1,84.75,Electronic check,1350.15,1
0,1,1,1,1,0,1,1,0,0,1,1,78.75,12,945.0,Automatic,3600.65,0
0,0,0,1,0,0,1,0,0,1,1,0,83.55,1,83.55,Electronic check,1329.15,0
0,1,1,1,0,0,0,0,0,1,1,0,45.7,1,45.7,Electronic check,45.7,1
0,0,0,1,0,0,0,0,0,0,0,0,19.6,12,235.20000000000002,Mailed check,422.5,0
1,0,0,1,0,0,0,0,0,1,1,0,69.95,1,69.95,Electronic check,69.95,1
0,1,1,1,0,1,0,1,1,0,1,0,67.85,24,1628.3999999999999,Mailed check,4627.65,0
0,1,1,1,1,0,0,1,1,1,1,1,105.65,24,2535.6000000000004,Automatic,6717.9,0
0,1,0,0,0,0,0,0,0,0,1,0,44.6,1,44.6,Electronic check,97.1,1
0,0,0,1,1,0,0,0,0,1,1,0,74.95,1,74.95,Electronic check,1710.45,1
1,0,0,1,0,0,0,1,0,0,1,1,75.5,1,75.5,Automatic,637.4,0
0,0,0,1,0,0,0,0,0,0,0,0,20.15,1,20.15,Mailed check,117.95,0
0,0,0,0,0,1,0,0,1,0,1,1,45.2,24,1084.8000000000002,Automatic,2460.55,0
0,0,0,1,0,0,0,1,0,1,1,0,95.25,24,2286.0,Electronic check,5464.65,1
0,0,0,1,1,0,0,1,0,1,1,0,89.85,1,89.85,Mailed check,2165.05,1
0,1,1,1,1,0,1,0,0,0,1,0,100.45,12,1205.4,Mailed check,4941.8,1
0,0,0,1,1,0,0,0,0,0,1,0,47.15,1,47.15,Electronic check,223.15,1
0,0,0,1,0,0,0,0,0,1,1,0,80.2,1,80.2,Electronic check,181.1,1
0,0,1,1,1,0,0,1,1,1,1,0,87.1,1,87.1,Mailed check,341.45,1
0,1,1,1,1,1,1,1,1,1,1,1,79.25,24,1902.0,Automatic,5731.85,0
0,0,0,1,1,0,0,0,0,1,1,1,75.9,1,75.9,Automatic,357.75,1
0,1,1,1,1,1,0,1,1,0,1,0,85.7,1,85.7,Electronic check,4616.1,0
0,1,0,1,1,1,1,1,0,1,1,0,98.75,1,98.75,Electronic check,4533.7,1
0,0,1,1,0,0,0,0,0,0,0,1,20.1,12,241.20000000000002,Automatic,589.25,0
0,1,1,1,0,0,1,1,1,0,1,1,61.8,1,61.8,Automatic,750.1,0
0,1,1,1,1,0,0,0,0,0,1,0,49.9,1,49.9,Mailed check,1410.25,0
0,0,0,1,1,0,0,0,0,0,1,0,86.45,1,86.45,Electronic check,830.85,1
0,1,0,1,0,0,0,0,0,0,0,1,20.4,24,489.59999999999997,Automatic,743.5,0
0,0,0,1,0,0,0,0,0,1,1,0,45.3,1,45.3,Mailed check,45.3,1
0,1,0,1,1,0,1,1,0,0,1,0,104.1,12,1249.1999999999998,Electronic check,7040.85,1
0,1,0,1,0,1,1,0,0,1,1,0,75.4,12,904.8000000000001,Mailed check,3865.45,0
0,1,1,1,0,1,1,1,1,0,1,0,108.15,24,2595.6000000000004,Mailed check,6825.65,0
0,0,0,1,0,0,1,0,0,1,1,0,86.25,1,86.25,Electronic check,1340.1,0
1,1,0,1,1,0,1,0,0,1,1,0,81.0,1,81.0,Electronic check,371.65,1
0,0,0,1,0,0,0,1,0,0,1,0,95.7,12,1148.4,Electronic check,1184.0,0
0,1,1,1,1,1,1,1,1,1,1,1,116.85,24,2804.3999999999996,Automatic,8477.7,0
1,0,0,1,1,0,1,0,1,0,1,1,105.75,12,1269.0,Automatic,7382.85,0
0,1,0,1,0,0,0,0,0,0,0,0,20.15,12,241.79999999999998,Mailed check,456.85,0
0,0,0,1,0,0,0,0,0,0,0,0,19.6,24,470.40000000000003,Mailed check,331.6,0
0,1,0,1,0,1,1,0,0,1,1,1,90.6,12,1087.1999999999998,Automatic,6056.15,1
0,0,1,1,1,1,1,0,0,0,1,1,60.95,1,60.95,Automatic,134.6,0
0,1,1,0,0,0,0,0,0,0,1,0,25.05,1,25.05,Mailed check,125.5,0
0,1,0,1,0,0,0,0,0,0,1,0,88.15,1,88.15,Electronic check,1390.6,1
0,0,0,1,0,0,0,0,0,1,0,0,20.2,1,20.2,Mailed check,20.2,1
0,1,1,1,0,1,1,1,0,1,1,1,60.3,12,723.5999999999999,Automatic,2511.3,0
0,0,1,1,0,1,1,0,0,1,1,0,63.95,1,63.95,Electronic check,2737.05,0
1,1,0,1,1,0,0,0,0,0,1,0,74.3,1,74.3,Electronic check,74.3,0
1,0,0,1,0,0,0,0,0,1,1,0,70.6,1,70.6,Mailed check,70.6,0
0,1,1,1,0,0,0,0,0,1,1,0,90.8,1,90.8,Electronic check,2361.8,1
0,0,0,1,1,0,1,0,0,1,1,0,79.35,1,79.35,Electronic check,1730.35,1
0,1,0,1,1,1,1,1,1,0,1,1,90.55,24,2173.2,Automatic,6404.0,0
0,0,0,1,0,0,0,0,0,0,0,0,19.45,24,466.79999999999995,Mailed check,165.35,0
1,0,0,1,1,0,1,1,1,0,1,1,64.45,1,64.45,Automatic,1867.6,0
1,0,0,1,0,0,0,0,0,0,1,0,69.65,1,69.65,Electronic check,1043.3,0
0,0,0,1,0,0,0,0,0,0,0,0,19.5,12,234.0,Mailed check,128.6,0
0,0,0,1,1,0,1,1,1,1,1,1,110.5,24,2652.0,Automatic,7455.45,0
0,0,1,0,0,0,0,0,0,0,1,0,24.7,1,24.7,Mailed check,24.7,0
0,0,0,1,0,1,0,1,0,1,1,0,77.4,1,77.4,Electronic check,206.15,0
1,0,0,1,0,0,0,1,0,1,1,1,96.8,1,96.8,Automatic,2030.3,1
0,1,0,1,1,0,1,1,0,1,1,1,85.4,1,85.4,Automatic,5869.4,0
0,1,0,0,0,1,1,1,1,1,1,1,47.6,24,1142.4,Automatic,3377.8,0
0,1,1,1,0,0,0,0,0,0,0,0,19.4,24,465.59999999999997,Mailed check,1346.2,0
0,0,0,1,1,0,0,1,1,1,1,0,103.85,1,103.85,Electronic check,4946.05,0
0,1,0,1,1,0,1,1,0,1,1,1,83.35,1,83.35,Automatic,4065.0,1
0,0,0,1,1,0,0,0,0,1,1,0,49.4,1,49.4,Electronic check,106.55,1
0,0,0,1,1,1,0,1,1,1,1,1,108.45,1,108.45,Automatic,4964.7,0
0,0,0,1,1,0,1,0,0,0,1,1,81.0,1,81.0,Automatic,4085.75,0
0,1,0,1,1,1,0,0,1,1,1,0,79.2,1,79.2,Electronic check,1742.75,1
0,0,0,1,1,1,1,1,1,0,1,1,86.65,24,2079.6000000000004,Automatic,6224.8,0
0,1,1,1,1,0,1,1,0,1,1,0,92.95,1,92.95,Electronic check,3415.25,0
0,1,1,1,1,1,1,1,1,0,1,0,90.35,24,2168.3999999999996,Electronic check,6325.25,0
0,1,1,1,0,0,0,1,0,0,1,0,48.7,1,48.7,Electronic check,340.25,1
0,0,0,1,1,0,0,0,0,1,0,1,25.15,24,603.5999999999999,Automatic,1683.6,0
0,1,1,1,0,1,0,0,1,1,1,1,76.4,12,916.8000000000001,Automatic,3966.3,0
0,1,1,1,0,0,0,0,0,0,0,1,19.55,12,234.60000000000002,Automatic,608.5,0
0,0,0,1,1,0,0,0,0,0,1,0,85.35,1,85.35,Electronic check,2896.6,0
0,1,1,1,1,0,0,0,0,1,0,0,24.8,24,595.2,Mailed check,1514.85,0
1,1,0,1,1,0,1,1,0,1,1,1,103.15,12,1237.8000000000002,Automatic,6792.45,0
0,0,0,1,1,1,1,0,1,0,1,0,100.75,1,100.75,Mailed check,4669.2,0
0,0,0,1,0,1,0,0,0,1,1,0,95.6,1,95.6,Electronic check,95.6,1
0,0,0,1,1,1,1,0,0,1,1,1,59.75,1,59.75,Automatic,2934.3,1
0,1,1,1,1,0,1,0,1,0,1,1,94.1,24,2258.3999999999996,Automatic,6302.8,0
0,0,1,1,0,0,0,0,0,0,0,1,19.35,12,232.20000000000002,Automatic,779.2,0
0,0,0,1,0,0,0,0,0,0,0,0,19.9,1,19.9,Mailed check,283.75,0
1,0,0,1,0,1,1,0,1,1,1,1,108.15,1,108.15,Automatic,4600.7,1
1,0,0,1,1,0,0,1,0,1,1,0,101.05,1,101.05,Electronic check,5594.0,0
0,0,0,1,0,0,0,0,1,0,1,1,59.1,12,709.2,Automatic,772.85,0
0,0,0,1,0,0,0,0,0,0,1,0,71.35,1,71.35,Electronic check,71.35,1
0,1,1,1,0,1,1,0,0,1,1,0,55.85,12,670.2,Mailed check,857.8,0
0,1,1,1,1,1,1,0,0,1,1,0,106.05,1,106.05,Electronic check,7554.05,0
1,1,0,1,1,1,1,1,0,1,1,1,84.1,24,2018.3999999999999,Automatic,5981.65,0
0,1,1,1,0,0,0,1,0,1,1,1,75.3,1,75.3,Automatic,1702.9,0
0,0,1,1,1,0,0,0,0,0,0,0,24.7,1,24.7,Mailed check,467.15,0
0,0,0,1,0,0,0,0,0,1,0,0,20.15,1,20.15,Mailed check,20.15,1
0,0,1,1,0,0,0,0,0,0,1,1,69.75,1,69.75,Automatic,69.75,1
1,1,0,1,1,0,0,0,0,1,1,0,93.2,1,93.2,Electronic check,2931.0,1
0,1,1,1,0,0,0,0,0,0,1,0,80.85,1,80.85,Electronic check,1400.85,1
0,0,0,0,0,1,1,0,0,1,1,0,33.65,1,33.65,Electronic check,137.85,1
0,0,0,1,1,0,0,1,0,0,1,0,55.8,12,669.5999999999999,Electronic check,1941.5,0
0,0,0,0,0,0,1,1,1,0,1,1,39.7,24,952.8000000000001,Automatic,1932.75,0
0,1,1,0,0,0,0,0,1,1,1,1,29.5,1,29.5,Automatic,1423.05,0
0,0,1,1,0,0,0,0,0,0,0,1,20.15,24,483.59999999999997,Automatic,970.85,0
0,1,0,1,1,1,1,1,1,0,1,1,79.55,24,1909.1999999999998,Automatic,5810.9,0
0,0,1,1,1,0,0,0,0,0,0,1,24.8,1,24.8,Automatic,223.9,0
0,0,0,1,0,0,0,0,0,0,0,0,19.65,1,19.65,Mailed check,391.7,0
0,0,0,1,0,0,0,0,0,1,1,0,79.95,1,79.95,Electronic check,79.95,1
0,0,0,1,0,0,0,0,0,0,0,0,19.3,1,19.3,Electronic check,19.3,1
0,0,0,1,0,0,0,1,0,1,1,0,94.05,1,94.05,Electronic check,811.65,0
0,0,0,1,1,1,0,0,0,0,1,0,90.75,1,90.75,Mailed check,174.75,0
0,1,0,1,1,0,0,0,1,1,1,1,78.85,1,78.85,Automatic,3126.85,0
0,1,0,1,1,0,0,1,0,0,1,1,99.5,12,1194.0,Automatic,6841.45,0
0,1,0,1,1,1,0,1,1,1,1,0,99.2,12,1190.4,Electronic check,3754.6,1
0,0,1,1,1,0,0,1,0,1,1,1,80.55,1,80.55,Automatic,1406.65,0
1,1,0,1,0,0,0,0,0,1,1,0,70.2,1,70.2,Electronic check,834.7,0
0,1,0,1,1,0,0,0,0,1,1,1,85.2,1,85.2,Automatic,627.4,1
0,0,0,1,1,0,0,0,0,0,1,0,75.25,1,75.25,Electronic check,242.0,1
0,1,1,1,0,1,0,0,0,0,1,1,59.45,12,713.4000000000001,Automatic,3157.0,0
0,1,0,1,1,0,1,1,0,1,1,0,93.35,1,93.35,Electronic check,3092.0,0
0,0,0,1,0,0,0,0,0,0,1,1,44.95,1,44.95,Automatic,2168.9,0
0,0,0,1,1,0,0,0,0,0,0,1,26.1,24,626.4000000000001,Automatic,980.35,0
0,0,0,1,0,0,0,0,0,0,0,0,20.2,1,20.2,Electronic check,65.95,0
0,1,1,1,0,0,0,0,0,0,0,0,21.25,24,510.0,Mailed check,711.9,0
0,0,0,1,1,1,0,0,1,0,1,0,59.4,12,712.8,Electronic check,1952.8,0
0,1,1,1,1,0,1,1,0,1,1,1,95.0,12,1140.0,Automatic,4368.85,0
0,0,0,1,0,1,1,0,1,1,1,0,61.9,1,61.9,Mailed check,2647.1,0
0,0,0,1,1,1,1,1,1,1,1,0,118.65,24,2847.6000000000004,Electronic check,8477.6,0
0,0,0,1,1,0,0,1,0,0,1,0,54.35,1,54.35,Electronic check,54.35,1
0,1,1,0,0,1,1,1,1,0,1,1,64.45,24,1546.8000000000002,Automatic,4528.0,0
0,1,1,1,0,0,0,0,0,1,1,0,80.15,1,80.15,Electronic check,1790.65,0
0,1,1,1,0,0,0,0,0,1,0,1,20.2,12,242.39999999999998,Automatic,845.6,0
0,1,1,1,0,0,0,0,0,0,0,0,21.0,24,504.0,Mailed check,1210.3,0
0,0,0,1,0,0,0,0,0,0,0,0,20.45,1,20.45,Mailed check,20.45,0
0,0,0,1,1,0,0,0,1,1,1,0,75.85,12,910.1999999999999,Mailed check,854.45,0
0,0,0,1,1,0,1,0,0,1,1,0,80.45,1,80.45,Electronic check,2429.1,0
0,1,0,0,0,0,0,0,0,1,1,0,24.95,1,24.95,Electronic check,100.4,1
0,1,1,1,1,1,0,0,0,1,1,0,75.5,24,1812.0,Electronic check,5229.45,0
0,0,0,1,0,0,0,0,0,0,1,0,44.45,1,44.45,Mailed check,44.45,0
0,1,0,0,0,1,1,1,0,1,1,0,42.35,12,508.20000000000005,Electronic check,1716.45,1
0,1,1,1,1,1,1,1,0,1,1,1,74.55,1,74.55,Automatic,3023.55,0
0,0,0,1,1,0,0,0,0,1,1,0,75.3,1,75.3,Electronic check,75.3,1
0,0,0,1,1,1,1,0,0,1,1,0,94.8,12,1137.6,Electronic check,4837.6,1
0,1,1,0,0,1,0,1,1,0,1,1,48.15,24,1155.6,Automatic,2032.3,0
0,1,1,1,0,0,0,0,0,0,0,0,19.65,12,235.79999999999998,Mailed check,436.9,0
1,0,0,1,0,0,0,0,0,1,1,0,70.55,1,70.55,Electronic check,70.55,1
0,0,0,1,0,0,0,0,0,0,0,0,20.15,1,20.15,Mailed check,20.15,0
0,0,0,1,1,1,1,0,0,1,1,1,106.6,1,106.6,Automatic,5893.95,0
0,0,1,1,1,0,1,0,0,1,1,0,91.0,1,91.0,Electronic check,1430.05,0
0,1,1,1,1,0,0,0,0,1,0,1,25.4,24,609.5999999999999,Automatic,313.0,0
0,1,1,1,0,1,0,1,1,0,1,1,69.95,24,1678.8000000000002,Automatic,3871.85,0
0,0,0,1,0,0,0,0,0,1,1,0,66.85,1,66.85,Electronic check,458.1,0
0,1,1,1,1,0,0,0,0,0,1,1,86.15,1,86.15,Automatic,2745.7,1
0,1,1,1,0,0,0,0,0,0,0,0,20.15,1,20.15,Electronic check,341.35,0
0,0,1,1,0,1,0,1,0,0,1,0,64.85,12,778.1999999999999,Mailed check,1336.8,0
1,1,0,1,1,0,0,1,0,0,1,0,74.85,24,1796.3999999999999,Electronic check,2181.75,0
0,0,0,1,0,0,0,0,1,1,1,0,50.5,1,50.5,Mailed check,147.75,0
0,0,0,1,0,0,0,1,0,0,1,0,72.9,1,72.9,Electronic check,818.45,0
0,0,0,1,1,1,1,1,1,1,1,1,115.05,12,1380.6,Automatic,7133.45,0
0,0,0,1,0,0,0,0,0,0,0,0,19.0,1,19.0,Electronic check,348.8,0
0,0,1,1,0,0,0,0,0,0,0,0,19.55,1,19.55,Mailed check,128.6,0
0,0,0,1,1,0,0,1,0,1,1,0,101.1,12,1213.1999999999998,Electronic check,4674.4,0
0,0,0,1,1,0,0,0,0,1,1,0,84.1,1,84.1,Electronic check,1737.45,0
0,0,0,1,1,0,0,0,0,1,0,1,24.15,24,579.5999999999999,Automatic,1498.85,0
0,0,0,1,1,0,0,0,0,1,1,0,50.1,1,50.1,Electronic check,50.1,0
0,1,0,1,0,0,0,1,0,1,1,0,74.6,1,74.6,Electronic check,1797.75,0
0,0,1,1,0,0,0,0,0,0,0,0,19.75,24,474.0,Mailed check,498.1,0
0,1,0,1,1,0,0,0,0,1,1,0,85.0,1,85.0,Electronic check,2624.25,1
0,0,0,1,0,0,0,0,0,0,1,0,80.55,1,80.55,Electronic check,184.1,1
0,1,0,1,1,0,1,1,0,1,1,1,106.8,12,1281.6,Automatic,5498.8,0
0,1,1,1,1,1,0,1,1,1,1,0,84.5,24,2028.0,Electronic check,4845.4,0
0,0,0,1,1,0,0,0,0,0,0,1,25.05,24,601.2,Automatic,369.1,0
0,1,1,1,0,1,1,1,1,1,1,1,83.7,24,2008.8000000000002,Automatic,6096.9,0
0,0,0,1,0,0,0,1,0,1,1,0,75.8,1,75.8,Electronic check,160.75,1
0,1,0,1,1,0,1,1,0,0,1,1,96.6,1,96.6,Automatic,2684.35,0
1,1,0,1,1,0,0,1,0,1,1,0,98.5,1,98.5,Electronic check,3004.15,1
0,1,1,1,0,1,1,1,1,1,1,1,101.1,24,2426.3999999999996,Automatic,6994.8,0
0,0,0,1,0,0,0,0,0,0,0,0,20.2,12,242.39999999999998,Mailed check,273.25,0
1,1,0,1,1,1,1,1,1,1,1,0,94.05,12,1128.6,Electronic check,5483.9,0
1,1,0,1,1,0,0,0,0,1,1,0,95.25,1,95.25,Electronic check,1233.65,1
1,1,0,1,1,0,0,0,0,1,1,0,74.4,1,74.4,Mailed check,527.9,1
0,1,0,1,0,1,0,1,1,0,1,0,81.0,24,1944.0,Mailed check,4985.9,0
0,0,0,1,0,1,0,1,1,1,1,0,60.25,12,723.0,Electronic check,1258.35,0
0,0,0,1,0,0,0,1,0,0,1,0,60.85,1,60.85,Electronic check,111.4,0
0,0,0,1,0,0,0,0,0,0,1,1,43.95,1,43.95,Automatic,43.95,0
0,0,0,1,0,0,0,1,0,0,1,0,86.05,1,86.05,Electronic check,308.1,0
0,0,0,1,0,0,0,0,0,0,0,1,20.25,12,243.0,Automatic,383.65,0
0,0,0,1,0,0,0,0,1,0,1,0,85.15,1,85.15,Electronic check,2555.9,1
0,1,1,1,0,0,0,0,0,1,0,1,19.4,24,465.59999999999997,Automatic,1284.2,0
1,1,0,1,1,1,1,1,0,1,1,1,102.65,24,2463.6000000000004,Automatic,7550.3,0
0,1,0,1,0,0,0,0,0,0,0,1,19.9,24,477.59999999999997,Automatic,1110.05,0
0,0,0,1,0,0,0,0,0,0,0,0,19.55,12,234.60000000000002,Electronic check,99.6,0
1,1,0,1,0,0,1,1,1,1,1,1,95.5,24,2292.0,Automatic,6707.15,0
0,1,1,1,1,0,1,1,1,1,1,1,84.15,12,1009.8000000000001,Automatic,4164.4,0
0,1,1,1,1,0,0,1,1,1,1,0,103.2,24,2476.8,Electronic check,5873.75,0
0,0,0,1,0,0,0,0,1,1,1,1,50.2,1,50.2,Automatic,109.25,0
1,0,0,1,1,0,0,1,0,1,1,0,88.55,1,88.55,Electronic check,179.25,1
0,1,1,1,1,1,0,0,0,0,1,0,54.75,1,54.75,Electronic check,1338.15,1
0,1,1,1,0,0,0,0,0,0,0,1,19.95,24,478.79999999999995,Automatic,862.4,0
0,1,0,1,1,1,1,1,1,1,1,0,116.25,24,2790.0,Electronic check,8564.75,0
0,0,0,0,0,0,0,0,1,1,1,0,31.2,1,31.2,Electronic check,926.2,0
0,1,1,1,1,0,0,0,0,0,0,1,24.45,24,586.8,Automatic,1718.2,0
0,1,0,1,1,0,1,1,1,0,1,1,84.2,24,2020.8000000000002,Automatic,5956.85,0
1,0,0,1,0,0,0,0,0,1,1,0,91.3,1,91.3,Electronic check,91.3,1
1,1,0,1,0,1,1,1,1,1,1,1,85.65,24,2055.6000000000004,Automatic,4824.45,0
0,0,1,1,0,0,0,0,0,1,0,0,21.2,12,254.39999999999998,Mailed check,1238.65,0
0,0,0,1,0,0,0,0,0,1,1,0,79.5,1,79.5,Electronic check,79.5,1
0,1,0,1,1,0,0,0,0,0,0,0,25.55,12,306.6,Mailed check,672.2,0
0,1,1,1,0,0,0,0,0,0,0,0,20.2,1,20.2,Mailed check,382.2,0
0,1,0,1,1,0,0,0,1,0,1,0,63.85,1,63.85,Electronic check,4264.6,0
0,1,1,1,1,0,0,1,1,1,1,0,61.95,12,743.4000000000001,Mailed check,1070.7,0
0,1,1,1,1,0,0,0,0,0,0,0,25.75,24,618.0,Mailed check,1345.85,0
0,0,0,1,0,0,1,0,0,0,1,0,58.2,12,698.4000000000001,Electronic check,1045.25,0
0,0,0,1,0,1,1,1,1,0,1,1,85.85,12,1030.1999999999998,Automatic,3003.55,0
1,1,0,1,0,0,0,0,0,1,1,0,70.1,1,70.1,Mailed check,467.55,1
0,1,1,1,1,1,1,1,1,1,1,1,104.9,12,1258.8000000000002,Automatic,7537.5,0
0,1,1,1,1,1,1,1,0,1,1,0,111.3,12,1335.6,Electronic check,7482.1,1
1,0,0,1,0,0,1,1,0,1,1,0,99.85,12,1198.1999999999998,Electronic check,3343.15,0
1,1,0,1,1,0,1,1,0,1,1,1,95.25,1,95.25,Automatic,5427.05,1
0,1,0,1,0,0,0,1,0,1,1,0,86.25,1,86.25,Electronic check,587.1,1
1,1,0,1,1,0,0,1,0,1,1,0,100.8,1,100.8,Electronic check,100.8,1
0,1,0,1,0,0,0,0,0,1,0,1,19.55,1,19.55,Automatic,161.15,0
0,0,0,1,1,0,0,1,1,0,1,0,104.0,24,2496.0,Electronic check,7028.5,0
0,1,0,1,1,1,0,1,0,1,1,0,104.4,12,1252.8000000000002,Mailed check,5232.9,0
0,0,0,1,0,0,0,0,0,0,0,0,19.5,12,234.0,Mailed check,225.85,0
0,1,1,1,1,0,0,0,0,0,0,1,25.25,24,606.0,Automatic,274.7,0
0,0,0,1,0,0,1,0,0,1,1,0,86.3,1,86.3,Electronic check,1180.95,1
0,1,0,0,0,1,0,1,1,1,1,1,49.85,24,1196.4,Automatic,3370.2,0
1,0,0,1,1,1,0,1,1,1,1,1,108.95,1,108.95,Automatic,7111.3,0
0,1,1,1,1,1,1,1,1,0,1,1,89.9,24,2157.6000000000004,Automatic,5958.85,0
0,1,1,1,0,1,0,1,1,1,1,1,82.0,24,1968.0,Automatic,5999.85,0
1,0,0,1,0,0,0,0,0,0,1,0,89.95,1,89.95,Electronic check,1648.45,0
0,1,0,1,0,1,1,0,1,1,1,1,79.35,24,1904.3999999999999,Automatic,5753.25,0
0,1,1,1,0,1,1,1,1,0,1,1,64.05,24,1537.1999999999998,Automatic,4492.9,0
0,1,1,1,1,0,0,1,0,1,1,1,101.15,1,101.15,Automatic,3956.7,0
0,0,0,1,1,0,1,0,0,1,1,0,89.95,1,89.95,Electronic check,2625.55,1
1,1,0,1,0,0,1,0,0,1,1,0,76.45,1,76.45,Electronic check,1233.4,1
0,0,0,0,0,0,1,0,0,1,1,0,39.1,12,469.20000000000005,Electronic check,1309.0,0
0,1,1,0,0,1,0,0,1,0,1,0,34.6,24,830.4000000000001,Mailed check,813.45,0
0,1,1,1,0,0,0,0,0,1,0,0,19.55,12,234.60000000000002,Electronic check,1108.8,0
1,1,0,1,1,0,1,0,1,1,1,1,104.45,24,2506.8,Automatic,7349.35,0
0,1,0,1,0,0,0,0,0,0,1,0,70.5,1,70.5,Electronic check,294.2,0
0,1,1,1,0,0,0,0,0,0,0,0,20.35,24,488.40000000000003,Mailed check,929.2,0
0,0,0,1,0,0,0,0,0,1,1,0,70.0,1,70.0,Electronic check,740.0,1
0,1,1,1,0,0,0,0,0,0,0,1,19.45,24,466.79999999999995,Automatic,754.5,0
0,0,0,1,0,1,1,0,1,1,1,0,69.9,1,69.9,Mailed check,3883.3,0
0,1,1,1,1,0,1,0,1,0,1,0,59.7,24,1432.8000000000002,Mailed check,1414.2,0
